mbg_3_146_7uM,,mbg_3_146_15uM,,mbg_3_146_31uM,,mbg_3_146_62uM,,mbg_3_146_125uM,,mbg_3_146_250uM,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
524.5603027,0.006082656,524.5603027,0.006256289,524.5603027,0.006833613,524.5603027,0.006461046,524.5603027,0.006621873,524.5603027,0.008031544
523.956665,0.006985818,523.956665,0.00693584,523.956665,0.007304681,523.956665,0.007390193,523.956665,0.007140023,523.956665,0.008854989
523.5039063,0.007221081,523.5039063,0.007404491,523.5039063,0.00774664,523.5039063,0.007310683,523.5039063,0.007618299,523.5039063,0.00903568
523.0510864,0.007526605,523.0510864,0.008111292,523.0510864,0.008085526,523.0510864,0.007915378,523.0510864,0.008014721,523.0510864,0.009589799
522.4472656,0.008264552,522.4472656,0.008314419,522.4472656,0.008703343,522.4472656,0.008268272,522.4472656,0.008876045,522.4472656,0.010130847
521.9943848,0.00858924,521.9943848,0.009144746,521.9943848,0.009009331,521.9943848,0.008606059,521.9943848,0.008873456,521.9943848,0.010539357
521.5413818,0.009017312,521.5413818,0.009083152,521.5413818,0.009590805,521.5413818,0.009234957,521.5413818,0.009456124,521.5413818,0.011005994
520.9373779,0.009456892,520.9373779,0.009550714,520.9373779,0.010091342,520.9373779,0.009719439,520.9373779,0.009923796,520.9373779,0.011708952
520.484314,0.009929147,520.484314,0.010151886,520.484314,0.010574579,520.484314,0.010195398,520.484314,0.010617603,520.484314,0.012043812
520.031189,0.010166884,520.031189,0.01051318,520.031189,0.010736511,520.031189,0.010470776,520.031189,0.010886268,520.031189,0.012379196
519.4269409,0.010779604,519.4269409,0.01093787,519.4269409,0.01132158,519.4269409,0.010954728,519.4269409,0.011499926,519.4269409,0.012879653
518.9737549,0.011206044,518.9737549,0.011373872,518.9737549,0.011768525,518.9737549,0.011566408,518.9737549,0.011764536,518.9737549,0.013291211
518.5205078,0.011696799,518.5205078,0.011643325,518.5205078,0.011935107,518.5205078,0.01156274,518.5205078,0.012000168,518.5205078,0.013566183
518.0671387,0.012188482,518.0671387,0.012114078,518.0671387,0.012731207,518.0671387,0.012347663,518.0671387,0.012888399,518.0671387,0.014276993
517.4627075,0.012491236,517.4627075,0.012669076,517.4627075,0.013223503,517.4627075,0.012586275,517.4627075,0.012952534,517.4627075,0.014698447
517.0092773,0.013291558,517.0092773,0.013091345,517.0092773,0.013649972,517.0092773,0.01308657,517.0092773,0.013540892,517.0092773,0.014982215
516.5557861,0.013359624,516.5557861,0.013441718,516.5557861,0.013758625,516.5557861,0.01372627,516.5557861,0.013796622,516.5557861,0.015612371
515.9511108,0.013868589,515.9511108,0.014034775,515.9511108,0.014340077,515.9511108,0.014006623,515.9511108,0.014681282,515.9511108,0.015797293
515.4975586,0.014402099,515.4975586,0.014328866,515.4975586,0.014576172,515.4975586,0.014319422,515.4975586,0.014718557,515.4975586,0.016458072
515.0439453,0.01436544,515.0439453,0.014397416,515.0439453,0.014879765,515.0439453,0.014626475,515.0439453,0.015100851,515.0439453,0.016572621
514.4390869,0.015076488,514.4390869,0.015058399,514.4390869,0.015448986,514.4390869,0.015051913,514.4390869,0.015647685,514.4390869,0.017004332
513.9853516,0.015232013,513.9853516,0.015386197,513.9853516,0.015517417,513.9853516,0.015313817,513.9853516,0.015817346,513.9853516,0.017396241
513.5316162,0.015614062,513.5316162,0.015751606,513.5316162,0.016049493,513.5316162,0.01571003,513.5316162,0.015957829,513.5316162,0.017585348
512.9265137,0.015966127,512.9265137,0.016291896,512.9265137,0.016306276,512.9265137,0.016408632,512.9265137,0.016699869,512.9265137,0.017999586
512.4726563,0.016243899,512.4726563,0.016073696,512.4726563,0.016598277,512.4726563,0.016510287,512.4726563,0.016630283,512.4726563,0.018319622
512.0187378,0.016637303,512.0187378,0.016858989,512.0187378,0.017064797,512.0187378,0.016834583,512.0187378,0.017006163,512.0187378,0.018985173
511.5647888,0.016811199,511.5647888,0.017306179,511.5647888,0.017229546,511.5647888,0.016948046,511.5647888,0.017338371,511.5647888,0.019081617
510.9594727,0.017263053,510.9594727,0.01733161,510.9594727,0.017440917,510.9594727,0.017281853,510.9594727,0.017893076,510.9594727,0.01932193
510.5054016,0.017270809,510.5054016,0.017441295,510.5054016,0.017720122,510.5054016,0.017529959,510.5054016,0.017888868,510.5054016,0.019785643
510.0513,0.017450025,510.0513,0.017584218,510.0513,0.018262625,510.0513,0.017593274,510.0513,0.018302448,510.0513,0.019804038
509.4457703,0.017954718,509.4457703,0.018194623,509.4457703,0.018353617,509.4457703,0.018119156,509.4457703,0.018508483,509.4457703,0.020273311
508.9915771,0.018273694,508.9915771,0.018315274,508.9915771,0.018527905,508.9915771,0.018207932,508.9915771,0.018804969,508.9915771,0.020333881
508.537323,0.018312709,508.537323,0.018619007,508.537323,0.018996259,508.537323,0.018684426,508.537323,0.018987363,508.537323,0.020679396
507.9315796,0.018606389,507.9315796,0.018736882,507.9315796,0.019045021,507.9315796,0.01878267,507.9315796,0.019321822,507.9315796,0.021101678
507.4772339,0.018840112,507.4772339,0.019084023,507.4772339,0.019349644,507.4772339,0.018817486,507.4772339,0.019403616,507.4772339,0.021051787
507.0228577,0.019128306,507.0228577,0.019222941,507.0228577,0.01962959,507.0228577,0.019290159,507.0228577,0.01964175,507.0228577,0.021422023
506.5684204,0.019176731,506.5684204,0.019466365,506.5684204,0.019615967,506.5684204,0.01931013,506.5684204,0.019860396,506.5684204,0.021353226
505.9624329,0.019319521,505.9624329,0.019495388,505.9624329,0.019913213,505.9624329,0.019594518,505.9624329,0.01996075,505.9624329,0.021602008
505.5079041,0.019407324,505.5079041,0.019841781,505.5079041,0.02005264,505.5079041,0.019779356,505.5079041,0.020068282,505.5079041,0.021849819
505.0533142,0.01972913,505.0533142,0.019816095,505.0533142,0.020180995,505.0533142,0.019931398,505.0533142,0.020149322,505.0533142,0.022141704
504.4471436,0.019784559,504.4471436,0.020005582,504.4471436,0.020226905,504.4471436,0.020101819,504.4471436,0.020486956,504.4471436,0.022195507
503.9924622,0.019912453,503.9924622,0.020202173,503.9924622,0.020459821,503.9924622,0.019997558,503.9924622,0.020532412,503.9924622,0.022244113
503.5377197,0.020230133,503.5377197,0.02033795,503.5377197,0.020478355,503.5377197,0.020284703,503.5377197,0.020742087,503.5377197,0.022579126
502.9313354,0.020293463,502.9313354,0.020377394,502.9313354,0.020770542,502.9313354,0.020499034,502.9313354,0.020820836,502.9313354,0.022753591
502.476532,0.020237999,502.476532,0.020642884,502.476532,0.02102728,502.476532,0.020488964,502.476532,0.020843919,502.476532,0.022708394
502.021637,0.020319639,502.021637,0.0207025,502.021637,0.021239584,502.021637,0.020829743,502.021637,0.020906905,502.021637,0.022811562
501.5667114,0.020384476,501.5667114,0.020610228,501.5667114,0.020924643,501.5667114,0.020716537,501.5667114,0.020924561,501.5667114,0.02304988
500.9601135,0.020461069,500.9601135,0.020625455,500.9601135,0.021018285,500.9601135,0.020906417,500.9601135,0.021201285,500.9601135,0.022954952
500.5050964,0.020659035,500.5050964,0.020931134,500.5050964,0.021050837,500.5050964,0.020715777,500.5050964,0.02108502,500.5050964,0.023190837
500.0500183,0.020656267,500.0500183,0.020885419,500.0500183,0.021126678,500.0500183,0.02072042,500.0500183,0.021173125,500.0500183,0.023436222
499.4432068,0.020690935,499.4432068,0.020826403,499.4432068,0.02117704,499.4432068,0.020739181,499.4432068,0.021176497,499.4432068,0.023130823
498.9880371,0.020686047,498.9880371,0.020843105,498.9880371,0.020967754,498.9880371,0.020712519,498.9880371,0.021140458,498.9880371,0.023172433
498.5328369,0.02062209,498.5328369,0.021004239,498.5328369,0.021051135,498.5328369,0.020834006,498.5328369,0.021097139,498.5328369,0.023363553
497.9258118,0.020884333,497.9258118,0.020810679,497.9258118,0.021259239,497.9258118,0.020792186,497.9258118,0.021191308,497.9258118,0.023351863
497.47052,0.02079395,497.47052,0.020749336,497.47052,0.02146725,497.47052,0.020884197,497.47052,0.021370683,497.47052,0.02342259
497.0151672,0.020601867,497.0151672,0.020839384,497.0151672,0.021142958,497.0151672,0.02095053,497.0151672,0.021321196,497.0151672,0.023530545
496.5597839,0.020591715,496.5597839,0.02091739,496.5597839,0.021277452,496.5597839,0.020824067,496.5597839,0.021300778,496.5597839,0.023627404
495.9525146,0.020471245,495.9525146,0.020851497,495.9525146,0.021173153,495.9525146,0.020795852,495.9525146,0.021320326,495.9525146,0.023432452
495.4970093,0.020467881,495.4970093,0.020823605,495.4970093,0.021211587,495.4970093,0.020835446,495.4970093,0.021316465,495.4970093,0.0234692
495.0414734,0.02050324,495.0414734,0.020759437,495.0414734,0.021124423,495.0414734,0.020608572,495.0414734,0.021100128,495.0414734,0.023423791
494.434021,0.020260293,494.434021,0.020673994,494.434021,0.020890173,494.434021,0.020576814,494.434021,0.021101732,494.434021,0.023277842
493.9783936,0.020227041,493.9783936,0.020597037,493.9783936,0.020827843,493.9783936,0.020449972,493.9783936,0.020899897,493.9783936,0.02320935
493.5227051,0.020061396,493.5227051,0.020399343,493.5227051,0.020653605,493.5227051,0.02034446,493.5227051,0.020811602,493.5227051,0.023219373
493.0669861,0.020078205,493.0669861,0.020308409,493.0669861,0.020609902,493.0669861,0.020182567,493.0669861,0.0206529,493.0669861,0.023237232
492.4592896,0.019901803,492.4592896,0.020214837,492.4592896,0.020458058,492.4592896,0.019999346,492.4592896,0.020654909,492.4592896,0.023514695
492.003479,0.020058468,492.003479,0.020127902,492.003479,0.020551302,492.003479,0.020271141,492.003479,0.020752784,492.003479,0.023373032
491.5476074,0.020147262,491.5476074,0.020414319,491.5476074,0.020566095,491.5476074,0.020383174,491.5476074,0.020902125,491.5476074,0.02372803
490.9397278,0.020025423,490.9397278,0.020257851,490.9397278,0.020642992,490.9397278,0.020339306,490.9397278,0.020831807,490.9397278,0.02366231
490.4837646,0.019824252,490.4837646,0.020214079,490.4837646,0.020281041,490.4837646,0.020115511,490.4837646,0.020585094,490.4837646,0.023452068
490.0277405,0.019641778,490.0277405,0.019759038,490.0277405,0.020166812,490.0277405,0.019678857,490.0277405,0.020280987,490.0277405,0.023163231
489.5717163,0.019233279,489.5717163,0.019695839,489.5717163,0.020097807,489.5717163,0.019638853,489.5717163,0.020155966,489.5717163,0.023179887
488.963562,0.019392138,488.963562,0.019670324,488.963562,0.019980833,488.963562,0.019721979,488.963562,0.020347282,488.963562,0.023208369
488.5074158,0.019415038,488.5074158,0.01952138,488.5074158,0.019852268,488.5074158,0.019713717,488.5074158,0.020128146,488.5074158,0.023261784
488.051239,0.018956941,488.051239,0.019060547,488.051239,0.019592922,488.051239,0.019116268,488.051239,0.019843271,488.051239,0.023064239
487.4429016,0.019192936,487.4429016,0.019452829,487.4429016,0.019258117,487.4429016,0.019299954,487.4429016,0.019790979,487.4429016,0.023049716
486.9866333,0.018874824,486.9866333,0.019011864,486.9866333,0.019481959,486.9866333,0.019153519,486.9866333,0.019790871,486.9866333,0.023113241
486.530304,0.018598391,486.530304,0.018943908,486.530304,0.019276356,486.530304,0.018966649,486.530304,0.019615751,486.530304,0.022770422
486.0739136,0.018271426,486.0739136,0.018748451,486.0739136,0.018874122,486.0739136,0.01863838,486.0739136,0.019295597,486.0739136,0.022674164
485.4653625,0.017957928,485.4653625,0.018327182,485.4653625,0.01857294,485.4653625,0.018301422,485.4653625,0.018818675,485.4653625,0.022427218
485.0088806,0.018019389,485.0088806,0.018385995,485.0088806,0.018669482,485.0088806,0.018391639,485.0088806,0.019052189,485.0088806,0.022672636
484.5523682,0.018027755,484.5523682,0.018417323,484.5523682,0.018665105,484.5523682,0.018354671,484.5523682,0.018887883,484.5523682,0.0227019
483.943634,0.018381188,483.943634,0.018445924,483.943634,0.018860172,483.943634,0.01851329,483.943634,0.019167397,483.943634,0.022989122
483.4869995,0.017721388,483.4869995,0.018262761,483.4869995,0.018250639,483.4869995,0.01786335,483.4869995,0.018704398,483.4869995,0.022539509
483.030365,0.017753126,483.030365,0.018076517,483.030365,0.018343978,483.030365,0.01811249,483.030365,0.018568508,483.030365,0.022331337
482.5736694,0.017523678,482.5736694,0.017792067,482.5736694,0.018111492,482.5736694,0.017827235,482.5736694,0.018557081,482.5736694,0.022249807
481.9646606,0.01727722,481.9646606,0.017667653,481.9646606,0.017935509,481.9646606,0.017722441,481.9646606,0.018433176,481.9646606,0.022378266
481.5078735,0.017467083,481.5078735,0.01760713,481.5078735,0.017850297,481.5078735,0.017635947,481.5078735,0.018305581,481.5078735,0.022191366
481.0510559,0.017177405,481.0510559,0.017329751,481.0510559,0.017822515,481.0510559,0.017434532,481.0510559,0.018171599,481.0510559,0.02216862
480.441864,0.016913056,480.441864,0.016978139,480.441864,0.017194748,480.441864,0.017382905,480.441864,0.017847113,480.441864,0.021940883
479.9849243,0.016764356,479.9849243,0.016913407,479.9849243,0.017445445,479.9849243,0.017141644,479.9849243,0.017816231,479.9849243,0.021912867
479.5279541,0.01700452,479.5279541,0.017228791,479.5279541,0.017424589,479.5279541,0.017236575,479.5279541,0.017809732,479.5279541,0.022226131
479.0709534,0.016845832,479.0709534,0.01694347,479.0709534,0.017328996,479.0709534,0.017105777,479.0709534,0.017836891,479.0709534,0.022163471
478.4615173,0.016957385,478.4615173,0.016785502,478.4615173,0.017419577,478.4615173,0.017125351,478.4615173,0.017798001,478.4615173,0.022048853
478.004425,0.016728655,478.004425,0.016737076,478.004425,0.017074166,478.004425,0.017220119,478.004425,0.017804366,478.004425,0.021890217
477.5472717,0.016860766,477.5472717,0.01696522,477.5472717,0.017132191,477.5472717,0.017339097,477.5472717,0.017678006,477.5472717,0.021959672
476.9376526,0.016846638,476.9376526,0.017138788,476.9376526,0.017094387,476.9376526,0.017012138,476.9376526,0.018042434,476.9376526,0.021740919
476.4804077,0.016760023,476.4804077,0.017292116,476.4804077,0.017387997,476.4804077,0.017113101,476.4804077,0.018063968,476.4804077,0.022026714
476.0231018,0.017086174,476.0231018,0.017063558,476.0231018,0.017174739,476.0231018,0.017188581,476.0231018,0.018226666,476.0231018,0.022087773
475.5657959,0.01700557,475.5657959,0.01712266,475.5657959,0.017410468,475.5657959,0.017826507,475.5657959,0.018467397,475.5657959,0.022159684
474.9559326,0.017257907,474.9559326,0.017355317,474.9559326,0.017732902,474.9559326,0.017681671,474.9559326,0.018501027,474.9559326,0.022432506
474.4985046,0.017451534,474.4985046,0.017445175,474.4985046,0.01775709,474.4985046,0.017879102,474.4985046,0.018558297,474.4985046,0.022675335
474.0410461,0.017719232,474.0410461,0.017637942,474.0410461,0.017931327,474.0410461,0.017883284,474.0410461,0.018993881,474.0410461,0.022826485
473.4310303,0.01765649,473.4310303,0.017897878,473.4310303,0.018320944,473.4310303,0.018674888,473.4310303,0.019118404,473.4310303,0.023045076
472.9734497,0.018300883,472.9734497,0.017935347,472.9734497,0.018389694,472.9734497,0.018693723,472.9734497,0.019211957,472.9734497,0.023585996
472.5158386,0.018693723,472.5158386,0.01832602,472.5158386,0.018851737,472.5158386,0.018800266,472.5158386,0.019862022,472.5158386,0.023739347
472.058197,0.01871418,472.058197,0.018601552,472.058197,0.019344853,472.058197,0.019025657,472.058197,0.020043829,472.058197,0.023972843
471.447937,0.019102013,471.447937,0.01889048,471.447937,0.019410409,471.447937,0.019336436,471.447937,0.020400943,471.447937,0.024578247
470.9902039,0.019385235,470.9902039,0.019374248,470.9902039,0.019715911,470.9902039,0.019734006,470.9902039,0.020704592,470.9902039,0.024699233
470.5324097,0.019756328,470.5324097,0.019527663,470.5324097,0.020306349,470.5324097,0.020249389,470.5324097,0.021205796,470.5324097,0.025340227
470.074585,0.0198937,470.074585,0.019828206,470.074585,0.020729352,470.074585,0.020350998,470.074585,0.021290176,470.074585,0.025622444
469.4640808,0.02049887,469.4640808,0.020596657,469.4640808,0.021314971,469.4640808,0.020941593,469.4640808,0.022202319,469.4640808,0.026693929
469.0061646,0.020887947,469.0061646,0.020813122,469.0061646,0.021415088,469.0061646,0.021244152,469.0061646,0.022504911,469.0061646,0.027029751
468.5482178,0.021007229,468.5482178,0.021150839,468.5482178,0.02176699,468.5482178,0.021535113,468.5482178,0.022728305,468.5482178,0.02722354
467.9375305,0.021932254,467.9375305,0.021603232,467.9375305,0.022182185,467.9375305,0.022043843,467.9375305,0.023527894,467.9375305,0.028177576
467.4794922,0.021927271,467.4794922,0.021898031,467.4794922,0.022700047,467.4794922,0.022430571,467.4794922,0.023863245,467.4794922,0.028359417
467.0213928,0.022502566,467.0213928,0.022311987,467.0213928,0.023156187,467.0213928,0.023000995,467.0213928,0.024811016,467.0213928,0.02912109
466.5632629,0.023009701,466.5632629,0.02282553,466.5632629,0.023466496,466.5632629,0.023445101,466.5632629,0.024845961,466.5632629,0.029490126
465.9523315,0.023237424,465.9523315,0.023293383,465.9523315,0.023833519,465.9523315,0.023836197,465.9523315,0.025615331,465.9523315,0.030251734
465.4941101,0.023868194,465.4941101,0.023807758,465.4941101,0.024291262,465.4941101,0.024503252,465.4941101,0.025969721,465.4941101,0.030767586
465.0358276,0.02403672,465.0358276,0.024182405,465.0358276,0.024512701,465.0358276,0.024874935,465.0358276,0.026154736,465.0358276,0.031458989
464.4247437,0.024850458,464.4247437,0.02457118,464.4247437,0.025372967,464.4247437,0.025902288,464.4247437,0.027346615,464.4247437,0.032394689
463.9663696,0.024804985,463.9663696,0.024942704,463.9663696,0.025729273,463.9663696,0.02575314,463.9663696,0.027562723,463.9663696,0.032900333
463.5079651,0.025147852,463.5079651,0.025363114,463.5079651,0.026018558,463.5079651,0.026684735,463.5079651,0.028191276,463.5079651,0.033617128
463.04953,0.025656795,463.04953,0.025678655,463.04953,0.026632164,463.04953,0.02669671,463.04953,0.028468607,463.04953,0.034274764
462.4382019,0.025887478,462.4382019,0.026172468,462.4382019,0.026794441,462.4382019,0.027107608,462.4382019,0.02904835,462.4382019,0.034608092
461.9796753,0.026423533,461.9796753,0.026608879,461.9796753,0.02746035,461.9796753,0.02728688,461.9796753,0.029357219,461.9796753,0.0356877
461.5210876,0.026577011,461.5210876,0.02668757,461.5210876,0.027456075,461.5210876,0.027619215,461.5210876,0.029832609,461.5210876,0.035928104
461.0624695,0.027250385,461.0624695,0.02686788,461.0624695,0.027605366,461.0624695,0.028362291,461.0624695,0.030076839,461.0624695,0.036617637
460.4509277,0.027411103,460.4509277,0.027362909,460.4509277,0.028467475,460.4509277,0.028467612,460.4509277,0.030754695,460.4509277,0.037581634
459.992218,0.027702559,459.992218,0.027789755,459.992218,0.028685523,459.992218,0.029218012,459.992218,0.031265777,459.992218,0.038221873
459.5334473,0.028240584,459.5334473,0.028498514,459.5334473,0.029076332,459.5334473,0.029838404,459.5334473,0.031969175,459.5334473,0.038905069
459.0746765,0.0284109,459.0746765,0.028543407,459.0746765,0.029215105,459.0746765,0.029742423,459.0746765,0.032281663,459.0746765,0.039506689
458.4628906,0.029005121,458.4628906,0.029012814,458.4628906,0.029910805,458.4628906,0.030787677,458.4628906,0.033070363,458.4628906,0.040838454
458.0039978,0.028924597,458.0039978,0.029098973,458.0039978,0.030154135,458.0039978,0.030891337,458.0039978,0.033294369,458.0039978,0.041306771
457.5450745,0.029126404,457.5450745,0.029453503,457.5450745,0.030583901,457.5450745,0.030937811,457.5450745,0.033733383,457.5450745,0.041885905
456.9331055,0.029403558,456.9331055,0.029795956,456.9331055,0.030765781,456.9331055,0.031176239,456.9331055,0.034279414,456.9331055,0.042918112
456.4740906,0.029555626,456.4740906,0.029709244,456.4740906,0.030930752,456.4740906,0.031357475,456.4740906,0.034594774,456.4740906,0.043449212
456.0150452,0.029850604,456.0150452,0.030010652,456.0150452,0.03119212,456.0150452,0.031814113,456.0150452,0.035297386,456.0150452,0.044455178
455.5559387,0.030089822,455.5559387,0.02997989,455.5559387,0.031355277,455.5559387,0.032049734,455.5559387,0.035433836,455.5559387,0.045301802
454.9437561,0.030262252,454.9437561,0.030625898,454.9437561,0.031636529,454.9437561,0.032429192,454.9437561,0.035949502,454.9437561,0.046306804
454.4845581,0.030306106,454.4845581,0.030884305,454.4845581,0.031887013,454.4845581,0.03268446,454.4845581,0.036612961,454.4845581,0.046956006
454.0253296,0.030821968,454.0253296,0.030893059,454.0253296,0.032047894,454.0253296,0.03288389,454.0253296,0.036735855,454.0253296,0.047565337
453.5660706,0.030797958,453.5660706,0.031031804,453.5660706,0.032288887,453.5660706,0.03330119,453.5660706,0.037322037,453.5660706,0.048651278
452.9536438,0.030945817,452.9536438,0.031321749,452.9536438,0.032767691,452.9536438,0.033630859,452.9536438,0.038100652,452.9536438,0.049561836
452.4942932,0.031144895,452.4942932,0.031488128,452.4942932,0.032811575,452.4942932,0.033920672,452.4942932,0.038410995,452.4942932,0.050689265
452.0349121,0.031261828,452.0349121,0.031877905,452.0349121,0.032896619,452.0349121,0.034091577,452.0349121,0.03889652,452.0349121,0.051660202
451.57547,0.031292345,451.57547,0.031761307,451.57547,0.03299506,451.57547,0.034216419,451.57547,0.03920491,451.57547,0.052328736
450.9628296,0.031553011,450.9628296,0.031983078,450.9628296,0.033342361,450.9628296,0.034726717,450.9628296,0.039647587,450.9628296,0.053757243
450.5032959,0.031711321,450.5032959,0.03205701,450.5032959,0.033538766,450.5032959,0.034872159,450.5032959,0.040232804,450.5032959,0.054467745
450.0437317,0.031846065,450.0437317,0.032240119,450.0437317,0.033603899,450.0437317,0.035103355,450.0437317,0.040427972,450.0437317,0.055639863
449.4309082,0.031875871,449.4309082,0.032508358,449.4309082,0.033776328,449.4309082,0.03548903,449.4309082,0.041219298,449.4309082,0.057214674
448.9712524,0.032093406,448.9712524,0.032376867,448.9712524,0.03389347,448.9712524,0.035658896,448.9712524,0.041569252,448.9712524,0.057808004
448.5115662,0.032095052,448.5115662,0.032895252,448.5115662,0.033944126,448.5115662,0.036165036,448.5115662,0.042174634,448.5115662,0.05947753
448.0518188,0.032026578,448.0518188,0.032519378,448.0518188,0.034083795,448.0518188,0.036352478,448.0518188,0.04251371,448.0518188,0.060495622
447.4387817,0.03233891,447.4387817,0.032924294,447.4387817,0.034625724,447.4387817,0.03672656,447.4387817,0.043266233,447.4387817,0.06214375
446.9789429,0.032396697,446.9789429,0.033177532,446.9789429,0.034908682,446.9789429,0.036908943,446.9789429,0.043900363,446.9789429,0.06321869
446.519104,0.032336902,446.519104,0.033250131,446.519104,0.035078462,446.519104,0.036993384,446.519104,0.044297572,446.519104,0.064317308
446.0591736,0.032558691,446.0591736,0.033395976,446.0591736,0.03503665,446.0591736,0.037465472,446.0591736,0.045262989,446.0591736,0.066208713
445.4459229,0.032705724,445.4459229,0.033353399,445.4459229,0.035462823,445.4459229,0.037710052,445.4459229,0.045777004,445.4459229,0.067241006
444.9859314,0.032808784,444.9859314,0.033509765,444.9859314,0.03564968,444.9859314,0.038361367,444.9859314,0.046486259,444.9859314,0.06949129
444.5259094,0.03295451,444.5259094,0.033441544,444.5259094,0.035394125,444.5259094,0.038155194,444.5259094,0.047021654,444.5259094,0.07109528
444.0658264,0.032785531,444.0658264,0.033528306,444.0658264,0.035522711,444.0658264,0.038263768,444.0658264,0.047344677,444.0658264,0.072050028
443.4523315,0.032908294,443.4523315,0.033622216,443.4523315,0.035567746,443.4523315,0.039035011,443.4523315,0.048341315,443.4523315,0.074647449
442.9921875,0.032805294,442.9921875,0.033891901,442.9921875,0.036018655,442.9921875,0.039030395,442.9921875,0.048604518,442.9921875,0.075549573
442.5319824,0.032850329,442.5319824,0.033820875,442.5319824,0.035898354,442.5319824,0.039346136,442.5319824,0.049700841,442.5319824,0.078079134
442.0717468,0.032906227,442.0717468,0.033616904,442.0717468,0.036016572,442.0717468,0.039929155,442.0717468,0.050346479,442.0717468,0.079327151
441.4580383,0.033047821,441.4580383,0.033779155,441.4580383,0.036109112,441.4580383,0.040357888,441.4580383,0.051058553,441.4580383,0.081540659
440.9977112,0.033274863,440.9977112,0.034213897,440.9977112,0.036457673,440.9977112,0.040339764,440.9977112,0.051919445,440.9977112,0.083330147
440.5373535,0.033315387,440.5373535,0.034086064,440.5373535,0.036658224,440.5373535,0.040559422,440.5373535,0.052461121,440.5373535,0.084979117
439.9234619,0.033290599,439.9234619,0.034151502,439.9234619,0.03696765,439.9234619,0.041368384,439.9234619,0.053710107,439.9234619,0.088387929
439.4630127,0.033191726,439.4630127,0.034276303,439.4630127,0.037010666,439.4630127,0.041276712,439.4630127,0.054492045,439.4630127,0.090237521
439.0025024,0.033270922,439.0025024,0.034289442,439.0025024,0.037027352,439.0025024,0.041784775,439.0025024,0.055435531,439.0025024,0.092640691
438.5419922,0.033401791,438.5419922,0.034316137,438.5419922,0.037040293,438.5419922,0.042462096,438.5419922,0.056328051,438.5419922,0.095054425
437.927887,0.033252366,437.927887,0.034205329,437.927887,0.037292983,437.927887,0.042861823,437.927887,0.0572186,437.927887,0.097501583
437.4672546,0.033368718,437.4672546,0.034231376,437.4672546,0.03734291,437.4672546,0.042898882,437.4672546,0.058325633,437.4672546,0.100271426
437.0066223,0.033274919,437.0066223,0.034086734,437.0066223,0.037245031,437.0066223,0.043191772,437.0066223,0.058702897,437.0066223,0.101767883
436.545929,0.032966882,436.545929,0.034052044,436.545929,0.037393242,436.545929,0.043535251,436.545929,0.059687041,436.545929,0.105112717
435.9316101,0.032982521,435.9316101,0.034125067,435.9316101,0.037475068,435.9316101,0.043998122,435.9316101,0.0607844,435.9316101,0.107727632
435.4708252,0.032957386,435.4708252,0.034012906,435.4708252,0.037779316,435.4708252,0.043892544,435.4708252,0.061598312,435.4708252,0.110688359
435.0099792,0.032759123,435.0099792,0.033904634,435.0099792,0.03787794,435.0099792,0.044408668,435.0099792,0.063004717,435.0099792,0.114569716
434.5491333,0.03306799,434.5491333,0.033855911,434.5491333,0.037855569,434.5491333,0.044755492,434.5491333,0.063868262,434.5491333,0.116050303
433.9346008,0.032879058,433.9346008,0.034317877,433.9346008,0.038093079,433.9346008,0.045300711,433.9346008,0.065566801,433.9346008,0.121759936
433.4736633,0.03277738,433.4736633,0.034004729,433.4736633,0.038158134,433.4736633,0.045653339,433.4736633,0.066811569,433.4736633,0.12429148
433.0126648,0.032986011,433.0126648,0.034102049,433.0126648,0.038232189,433.0126648,0.046373133,433.0126648,0.067668565,433.0126648,0.127048656
432.5516357,0.032759205,432.5516357,0.034020659,432.5516357,0.038471404,432.5516357,0.046801269,432.5516357,0.068999179,432.5516357,0.130739555
431.9368896,0.032865543,431.9368896,0.033900492,431.9368896,0.038774144,431.9368896,0.047286801,431.9368896,0.070063315,431.9368896,0.133711487
431.4757996,0.03291399,431.4757996,0.0342758,431.4757996,0.039182868,431.4757996,0.047843941,431.4757996,0.071948014,431.4757996,0.138931111
431.0146484,0.032961156,431.0146484,0.034173764,431.0146484,0.039411724,431.0146484,0.048575684,431.0146484,0.073360987,431.0146484,0.141727328
430.5534668,0.032988552,430.5534668,0.034117367,430.5534668,0.039024334,430.5534668,0.048543379,430.5534668,0.074355818,430.5534668,0.14476189
429.9384766,0.033076286,429.9384766,0.034292076,429.9384766,0.039335057,429.9384766,0.049765948,429.9384766,0.077082857,429.9384766,0.15085651
429.4772034,0.033009697,429.4772034,0.034237202,429.4772034,0.039503768,429.4772034,0.049967486,429.4772034,0.077615887,429.4772034,0.153655499
429.0158997,0.032863311,429.0158997,0.034300394,429.0158997,0.039861649,429.0158997,0.050779339,429.0158997,0.080080315,429.0158997,0.160723478
428.5545654,0.032869734,428.5545654,0.034404561,428.5545654,0.039862812,428.5545654,0.051573534,428.5545654,0.081519701,428.5545654,0.163825154
427.9393921,0.03283849,427.9393921,0.034390692,427.9393921,0.040144663,427.9393921,0.051925108,427.9393921,0.083545208,427.9393921,0.169297874
